track_id,track_name,artist_name,album_name,genre,popularity,duration_ms,explicit,key,mode,loudness,danceability,energy,valence,tempo,acousticness,instrumentalness,speechiness,liveness
TRK0342,Track 342,Artist 42,Album 42,Synthwave,27,280806,False,7,1,-8.18,0.6139,0.8268,0.5356,121.92,0.1037,0.7301,0.0338,0.1674
TRK0343,Track 343,Artist 43,Album 43,Pop,24,192588,False,2,0,-5.01,0.7729,0.6362,0.7737,108.4,0.2261,0.0909,0.074,0.0988
TRK0344,Track 344,Artist 44,Album 44,Pop,89,183646,False,6,0,-4.73,0.6527,0.7136,0.7119,136.33,0.2027,0.0509,0.1021,0.142
TRK0345,Track 345,Artist 45,Album 45,Ambient,36,123654,False,2,1,-24.3,0.3579,0.1738,0.05,67.73,0.9467,0.8983,0.0432,0.135
TRK0346,Track 346,Artist 46,Album 46,Electronic,81,340094,False,6,0,-6.44,0.6335,0.7446,0.6786,127.46,0.1873,0.54,0.0638,0.1158
TRK0347,Track 347,Artist 47,Album 47,Jazz,69,138743,False,10,1,-14.3,0.3608,0.4037,0.4922,112.27,0.9,0.875,0.045,0.05
TRK0348,Track 348,Artist 48,Album 48,Metal,55,168368,False,11,1,-4.5,0.4377,0.877,0.2284,179.82,0.0423,0.4192,0.0828,0.246
TRK0349,Track 349,Artist 49,Album 49,Classical,26,341097,True,1,1,-23.76,0.2325,0.5233,0.1417,112.5,0.8787,0.8832,0.0366,0.1547
TRK0350,Track 350,Artist 50,Album 50,Classical,62,325244,False,9,0,-14.87,0.4158,0.3457,0.1507,122.01,0.8881,0.7134,0.0433,0.1603
TRK0351,Track 351,Artist 1,Album 51,Metal,17,257513,False,5,0,-3.63,0.3622,0.9273,0.3576,177.78,0.0257,0.2164,0.0866,0.1486
TRK0352,Track 352,Artist 2,Album 52,Lo-Fi,88,239735,True,2,0,-12.72,0.7781,0.3621,0.3742,86.87,0.7589,0.7344,0.0881,0.0856
TRK0353,Track 353,Artist 3,Album 53,Jazz,36,275683,False,2,1,-15.91,0.5796,0.4972,0.5071,89.43,0.9,0.5646,0.0622,0.1808
TRK0354,Track 354,Artist 4,Album 54,Synthwave,55,239891,False,8,0,-8.42,0.6846,0.7258,0.6299,115.24,0.1688,0.5744,0.0334,0.0654
TRK0355,Track 355,Artist 5,Album 55,Acoustic,59,227971,False,6,1,-16.36,0.28,0.3193,0.3752,110.72,0.8536,0.2757,0.1,0.1755
TRK0356,Track 356,Artist 6,Album 56,Lo-Fi,80,132149,False,4,0,-13.04,0.6105,0.4582,0.278,81.85,0.6762,0.8084,0.0723,0.0877
TRK0357,Track 357,Artist 7,Album 57,Acoustic,12,220102,False,11,1,-16.27,0.5445,0.2701,0.6189,118.97,0.8637,0.1891,0.0407,0.1049
TRK0358,Track 358,Artist 8,Album 58,Acoustic,73,179189,False,9,0,-20.06,0.55,0.3701,0.3908,121.49,0.8361,0.0807,0.0551,0.0895
TRK0359,Track 359,Artist 9,Album 59,Lo-Fi,53,358976,False,6,0,-15.44,0.6496,0.3208,0.4495,75.33,0.8209,0.6839,0.0514,0.1213
TRK0360,Track 360,Artist 10,Album 60,Ambient,62,272747,False,8,0,-23.09,0.1049,0.2305,0.2555,66.48,0.8983,0.8594,0.0445,0.0731
TRK0361,Track 361,Artist 11,Album 61,Pop,33,191031,False,0,1,-4.22,0.8266,0.5825,0.6935,130.28,0.1579,0.0048,0.0926,0.1801
TRK0362,Track 362,Artist 12,Album 62,Acoustic,69,162668,False,6,1,-12.35,0.5366,0.3598,0.3241,123.57,0.9148,0.0362,0.0573,0.1561
TRK0363,Track 363,Artist 13,Album 63,Lo-Fi,12,264745,False,5,0,-9.58,0.644,0.3028,0.4197,74.93,0.6949,0.7253,0.1029,0.1368
TRK0364,Track 364,Artist 14,Album 64,Lo-Fi,29,327738,False,9,0,-13.49,0.6877,0.3469,0.447,83.16,0.7188,0.7889,0.06,0.1013
TRK0365,Track 365,Artist 15,Album 65,Rock,55,208204,False,11,1,-4.12,0.3807,0.9227,0.85,151.59,0.0493,0.2287,0.0905,0.1758
TRK0366,Track 366,Artist 16,Album 66,Ambient,24,331830,False,8,1,-24.21,0.2044,0.3223,0.3365,66.24,0.9036,0.9529,0.054,0.1144
TRK0367,Track 367,Artist 17,Album 67,Electronic,34,316501,False,0,1,-5.1,0.7006,0.8394,0.6932,126.98,0.148,0.5912,0.0635,0.2016
TRK0368,Track 368,Artist 18,Album 68,Rock,87,274741,False,3,0,-6.71,0.4788,0.9027,0.4467,116.91,0.01,0.0946,0.0962,0.08
TRK0369,Track 369,Artist 19,Album 69,Rock,80,285140,False,8,1,-4.74,0.5639,0.6404,0.4734,150.54,0.3134,0.179,0.0515,0.1424
TRK0370,Track 370,Artist 20,Album 70,Metal,26,339861,True,3,0,-4.34,0.4281,0.99,0.4956,146.85,0.0399,0.8,0.1451,0.2032
TRK0371,Track 371,Artist 21,Album 71,Pop,93,260507,False,9,1,-6.34,0.6498,0.55,0.7175,141.39,0.0369,0.0522,0.0588,0.1609
TRK0372,Track 372,Artist 22,Album 72,Lo-Fi,18,345160,False,2,0,-12.82,0.5412,0.2917,0.3804,98.44,0.8293,0.7189,0.0846,0.1048
TRK0373,Track 373,Artist 23,Album 73,Pop,47,303321,False,8,1,-4.67,0.7246,0.7756,0.6133,120.26,0.2787,0.0552,0.0813,0.1598
TRK0374,Track 374,Artist 24,Album 74,Jazz,57,157384,False,1,1,-10.86,0.5437,0.3931,0.5284,83.12,0.6248,0.2293,0.03,0.0587
TRK0375,Track 375,Artist 25,Album 75,Metal,69,201929,False,3,1,-4.7,0.4014,0.8569,0.4237,166.75,0.0653,0.266,0.1293,0.3131
TRK0376,Track 376,Artist 26,Album 76,Electronic,72,247959,True,5,1,-5.26,0.7821,0.832,0.3941,135.33,0.2234,0.5189,0.0893,0.1179
TRK0377,Track 377,Artist 27,Album 77,Pop,11,196153,False,1,1,-6.44,0.8406,0.7032,0.6782,98.38,0.1336,0.0,0.0929,0.1733
TRK0378,Track 378,Artist 28,Album 78,Classical,81,355128,False,7,0,-21.76,0.3286,0.3011,0.4611,108.24,0.7809,0.9252,0.0361,0.0692
TRK0379,Track 379,Artist 29,Album 79,Acoustic,20,195388,False,7,1,-16.31,0.3098,0.225,0.47,112.08,0.8745,0.1503,0.0361,0.1278
TRK0380,Track 380,Artist 30,Album 80,Jazz,73,151401,False,0,1,-8.0,0.3874,0.3573,0.6334,146.77,0.7282,0.8316,0.0617,0.2371
TRK0381,Track 381,Artist 31,Album 81,Ambient,86,322903,False,11,1,-20.39,0.0767,0.2177,0.3086,73.64,0.8894,0.9021,0.0353,0.0992
TRK0382,Track 382,Artist 32,Album 82,Electronic,90,239503,False,2,0,-6.99,0.7928,0.8939,0.5812,131.62,0.0274,0.575,0.0679,0.0962
TRK0383,Track 383,Artist 33,Album 83,Jazz,81,352601,False,9,1,-12.55,0.5813,0.4656,0.621,102.99,0.6569,0.4992,0.0741,0.2095
TRK0384,Track 384,Artist 34,Album 84,Acoustic,30,247834,False,8,0,-16.0,0.6061,0.3532,0.5628,109.36,0.768,0.1747,0.0301,0.2236
TRK0385,Track 385,Artist 35,Album 85,Metal,27,154084,False,4,1,-4.49,0.4645,0.9194,0.165,103.23,0.0725,0.5789,0.0906,0.134
TRK0386,Track 386,Artist 36,Album 86,Acoustic,73,230641,True,5,1,-14.59,0.4063,0.285,0.5355,107.09,0.7836,0.2089,0.0633,0.1165
TRK0387,Track 387,Artist 37,Album 87,Rock,91,225111,False,3,0,-3.86,0.5721,0.8541,0.5561,155.79,0.1966,0.1049,0.0611,0.1665
TRK0388,Track 388,Artist 38,Album 88,Acoustic,47,306898,False,9,1,-12.03,0.4377,0.3075,0.5981,111.45,0.9459,0.2298,0.0265,0.1259
TRK0389,Track 389,Artist 39,Album 89,Rock,41,287523,False,1,0,-8.48,0.3978,0.8536,0.5441,98.41,0.1596,0.0663,0.0466,0.2005
TRK0390,Track 390,Artist 40,Album 90,Metal,20,258299,False,10,0,-3.62,0.3326,0.99,0.4475,125.61,0.0921,0.1214,0.0979,0.1696
TRK0391,Track 391,Artist 41,Album 91,Synthwave,54,282982,True,7,1,-8.57,0.7895,0.7001,0.3327,128.91,0.2588,0.4606,0.0592,0.1291
TRK0392,Track 392,Artist 42,Album 92,Rock,42,156041,False,10,0,-2.41,0.3806,0.8993,0.5769,134.58,0.1003,0.0698,0.03,0.1863
TRK0393,Track 393,Artist 43,Album 93,Ambient,50,208920,False,5,1,-21.0,0.161,0.0782,0.3436,89.3,0.8031,0.8826,0.0553,0.0953
TRK0394,Track 394,Artist 44,Album 94,Acoustic,17,185681,True,4,1,-16.18,0.72,0.1791,0.6222,109.89,0.9611,0.2224,0.0512,0.1604
TRK0395,Track 395,Artist 45,Album 95,Acoustic,20,354386,False,8,0,-16.22,0.4226,0.4311,0.3318,119.56,0.8525,0.0,0.0385,0.1434
TRK0396,Track 396,Artist 46,Album 96,Ambient,60,201571,True,0,0,-19.0,0.05,0.3057,0.3169,86.66,0.8121,0.9266,0.0867,0.0779
TRK0397,Track 397,Artist 47,Album 97,Classical,50,316553,False,4,0,-13.67,0.3399,0.2196,0.6819,114.79,0.9406,0.8285,0.032,0.1267
TRK0398,Track 398,Artist 48,Album 98,Lo-Fi,26,319648,False,5,0,-10.35,0.6252,0.3776,0.6548,82.0,0.751,0.8377,0.0561,0.1193
TRK0399,Track 399,Artist 49,Album 99,Synthwave,85,359030,False,4,1,-5.78,0.6479,0.8453,0.5144,111.25,0.0431,0.6396,0.0337,0.104
TRK0400,Track 400,Artist 50,Album 100,Electronic,55,247556,False,5,1,-4.67,0.6592,0.7118,0.5151,131.69,0.1173,0.5352,0.0934,0.1271
TRK0401,Track 401,Artist 1,Album 1,Rock,41,315246,True,5,0,-1.5,0.4837,0.7505,0.4592,143.21,0.1789,0.2468,0.0772,0.1033
TRK0402,Track 402,Artist 2,Album 2,Ambient,88,146160,False,6,1,-27.24,0.2875,0.2412,0.2623,96.7,0.7626,0.9305,0.02,0.1203
TRK0403,Track 403,Artist 3,Album 3,Metal,89,137633,False,3,1,-5.03,0.4277,0.9879,0.4734,171.94,0.0836,0.2056,0.1439,0.1293
TRK0404,Track 404,Artist 4,Album 4,Rock,63,345952,False,10,1,-4.54,0.6593,0.7892,0.2698,166.25,0.195,0.2264,0.0504,0.217
TRK0405,Track 405,Artist 5,Album 5,Lo-Fi,29,137014,False,7,1,-12.65,0.5843,0.3647,0.2999,81.53,0.7974,0.6753,0.0981,0.0669
TRK0406,Track 406,Artist 6,Album 6,Metal,42,200532,False,6,0,-5.45,0.3344,0.911,0.5557,123.34,0.0365,0.4178,0.1237,0.2623
TRK0407,Track 407,Artist 7,Album 7,Jazz,83,169104,True,8,0,-17.02,0.5428,0.5858,0.2586,101.05,0.4321,0.6805,0.0845,0.1408
TRK0408,Track 408,Artist 8,Album 8,Acoustic,49,292693,False,6,1,-15.99,0.4024,0.3203,0.4079,124.41,0.7965,0.1935,0.0439,0.1002
TRK0409,Track 409,Artist 9,Album 9,Jazz,41,197231,False,2,0,-14.48,0.5837,0.5598,0.4622,90.92,0.77,0.4653,0.0652,0.1488
TRK0410,Track 410,Artist 10,Album 10,Rock,11,188388,False,2,0,-4.64,0.4713,0.8696,0.25,150.46,0.077,0.1908,0.0771,0.2765
TRK0411,Track 411,Artist 11,Album 11,Lo-Fi,42,136014,False,7,0,-12.59,0.5837,0.2356,0.4381,65.42,0.6372,0.7207,0.0462,0.1113
TRK0412,Track 412,Artist 12,Album 12,Synthwave,86,212578,False,4,1,-8.44,0.6538,0.5861,0.4246,124.43,0.2063,0.4793,0.0337,0.1629
TRK0413,Track 413,Artist 13,Album 13,Rock,39,284827,False,3,1,-5.94,0.5089,0.9353,0.4958,120.92,0.1374,0.3353,0.0789,0.2011
TRK0414,Track 414,Artist 14,Album 14,Ambient,42,160390,True,7,1,-27.09,0.3039,0.2528,0.1927,90.3,0.8379,0.9012,0.0323,0.088
TRK0415,Track 415,Artist 15,Album 15,Pop,86,143711,False,5,0,-5.09,0.6337,0.7839,0.6374,104.4,0.4177,0.005,0.1128,0.0809
TRK0416,Track 416,Artist 16,Album 16,Rock,35,211658,False,1,1,-7.26,0.4949,0.7697,0.5795,131.12,0.085,0.0642,0.0385,0.2183
TRK0417,Track 417,Artist 17,Album 17,Acoustic,31,177993,False,3,1,-13.24,0.5004,0.4092,0.4791,94.98,0.9227,0.1092,0.0233,0.1187
TRK0418,Track 418,Artist 18,Album 18,Acoustic,75,325768,True,11,0,-16.19,0.4326,0.4378,0.3422,96.58,0.7663,0.2184,0.0489,0.0908
TRK0419,Track 419,Artist 19,Album 19,Rock,47,278285,False,10,1,-4.25,0.3,0.8822,0.5244,90.0,0.0335,0.1078,0.0437,0.2476
TRK0420,Track 420,Artist 20,Album 20,Metal,55,356028,False,3,1,-2.85,0.436,0.7898,0.2712,129.65,0.0214,0.2253,0.075,0.2651
TRK0421,Track 421,Artist 21,Album 21,Pop,24,308856,False,5,0,-8.82,0.7744,0.7376,0.9199,133.68,0.1898,0.0307,0.1201,0.1803
TRK0422,Track 422,Artist 22,Album 22,Ambient,53,127421,False,5,0,-25.75,0.3586,0.1877,0.2139,50.31,0.8285,0.8994,0.0817,0.1287
TRK0423,Track 423,Artist 23,Album 23,Rock,58,338008,False,0,0,-9.71,0.5589,0.8861,0.5629,119.43,0.1074,0.1885,0.0783,0.1824
TRK0424,Track 424,Artist 24,Album 24,Metal,84,350145,False,7,1,-4.18,0.2709,0.951,0.1,171.05,0.0811,0.3074,0.1439,0.287
TRK0425,Track 425,Artist 25,Album 25,Acoustic,70,137727,False,5,1,-11.38,0.3626,0.4467,0.647,86.25,0.7371,0.1363,0.0375,0.1358
TRK0426,Track 426,Artist 26,Album 26,Acoustic,76,232418,False,2,1,-14.13,0.28,0.5081,0.3931,117.21,0.8995,0.2235,0.0512,0.1418
TRK0427,Track 427,Artist 27,Album 27,Lo-Fi,15,124358,True,8,0,-12.63,0.5996,0.2218,0.3337,83.96,0.6213,0.6716,0.096,0.1358
TRK0428,Track 428,Artist 28,Album 28,Rock,18,185108,False,1,0,-9.06,0.5872,0.7864,0.5666,137.95,0.1166,0.0815,0.0945,0.2368
TRK0429,Track 429,Artist 29,Album 29,Pop,15,214018,False,10,1,-6.44,0.6665,0.6797,0.6055,130.35,0.2019,0.0,0.0685,0.1617
TRK0430,Track 430,Artist 30,Album 30,Classical,82,244457,False,7,1,-19.53,0.2355,0.3997,0.5927,116.54,0.9781,0.8038,0.0399,0.1189
TRK0431,Track 431,Artist 31,Album 31,Pop,41,283189,False,9,0,-2.6,0.7552,0.6673,0.7577,100.47,0.0664,0.1354,0.0647,0.1692
TRK0432,Track 432,Artist 32,Album 32,Acoustic,50,339772,False,2,0,-15.11,0.28,0.4626,0.5409,137.53,0.7555,0.2951,0.0352,0.1722
TRK0433,Track 433,Artist 33,Album 33,Acoustic,85,151910,False,11,0,-8.95,0.5771,0.3549,0.1925,65.0,0.8668,0.1236,0.058,0.1199
TRK0434,Track 434,Artist 34,Album 34,Jazz,17,246888,False,4,0,-17.37,0.5731,0.3964,0.5506,106.43,0.6612,0.4174,0.0598,0.1261
TRK0435,Track 435,Artist 35,Album 35,Acoustic,81,349104,False,5,1,-17.52,0.6976,0.2416,0.451,93.55,0.8738,0.0226,0.0668,0.2114
TRK0436,Track 436,Artist 36,Album 36,Ambient,59,175754,False,9,0,-22.49,0.3717,0.1694,0.4506,110.0,0.8313,0.824,0.069,0.1067
TRK0437,Track 437,Artist 37,Album 37,Electronic,71,313510,False,5,1,-2.58,0.7562,0.7881,0.7824,130.56,0.0134,0.753,0.0797,0.1437
TRK0438,Track 438,Artist 38,Album 38,Rock,93,229847,False,3,1,-4.73,0.4582,0.8065,0.6653,131.38,0.0392,0.1684,0.0617,0.2514
TRK0439,Track 439,Artist 39,Album 39,Pop,71,280443,False,2,1,-6.17,0.7276,0.6557,0.6524,131.64,0.1223,0.0487,0.0519,0.0926
TRK0440,Track 440,Artist 40,Album 40,Electronic,16,302573,False,3,0,-3.5,0.7922,0.98,0.5562,127.6,0.025,0.7418,0.078,0.2344
TRK0441,Track 441,Artist 41,Album 41,Metal,84,312018,False,0,0,-2.0,0.4351,0.8965,0.3807,142.56,0.0786,0.4487,0.1081,0.1477
TRK0442,Track 442,Artist 42,Album 42,Classical,93,158467,False,3,0,-17.75,0.3582,0.3021,0.4314,106.87,0.9791,0.6956,0.036,0.184
TRK0443,Track 443,Artist 43,Album 43,Ambient,89,268697,False,0,0,-24.82,0.4273,0.1023,0.4072,95.18,0.7155,0.8852,0.0479,0.0514
TRK0444,Track 444,Artist 44,Album 44,Pop,13,153893,False,11,1,-5.98,0.7899,0.7148,0.7091,122.99,0.1988,0.0218,0.0998,0.0765
TRK0445,Track 445,Artist 45,Album 45,Electronic,15,196329,False,0,0,-3.38,0.877,0.8187,0.5182,133.8,0.1098,0.7618,0.0708,0.06
TRK0446,Track 446,Artist 46,Album 46,Classical,67,151007,False,9,0,-17.97,0.507,0.5426,0.1,116.28,0.872,0.7633,0.0412,0.114
TRK0447,Track 447,Artist 47,Album 47,Jazz,31,342374,True,5,1,-15.61,0.5557,0.3155,0.4135,100.24,0.444,0.3943,0.0558,0.2212
TRK0448,Track 448,Artist 48,Album 48,Ambient,35,290604,True,4,0,-25.13,0.1743,0.1055,0.3031,97.69,0.99,0.9143,0.0528,0.0837
TRK0449,Track 449,Artist 49,Album 49,Ambient,12,174253,True,10,1,-16.94,0.3129,0.1748,0.2838,79.62,0.8027,0.8963,0.02,0.1165
TRK0450,Track 450,Artist 50,Album 50,Jazz,50,132323,False,3,1,-15.04,0.4948,0.4949,0.6277,140.6,0.6183,0.3295,0.0653,0.1564
TRK0451,Track 451,Artist 1,Album 51,Rock,69,231335,False,10,1,-6.13,0.5066,0.8315,0.6043,135.76,0.1326,0.1884,0.0643,0.2385
TRK0452,Track 452,Artist 2,Album 52,Jazz,23,232356,True,2,1,-17.32,0.5573,0.2552,0.4445,126.35,0.526,0.552,0.03,0.0816
TRK0453,Track 453,Artist 3,Album 53,Ambient,84,230944,False,0,1,-20.12,0.2602,0.2267,0.2944,74.26,0.8197,0.9358,0.0543,0.09
TRK0454,Track 454,Artist 4,Album 54,Ambient,91,324451,False,5,1,-21.74,0.445,0.1003,0.3523,110.0,0.8724,0.9058,0.0489,0.1147
TRK0455,Track 455,Artist 5,Album 55,Electronic,21,265282,False,1,1,-3.76,0.6929,0.8481,0.3023,126.33,0.0458,0.7009,0.0369,0.1344
TRK0456,Track 456,Artist 6,Album 56,Acoustic,21,136456,False,7,1,-8.0,0.4324,0.1595,0.4861,97.44,0.8351,0.077,0.0895,0.0677
TRK0457,Track 457,Artist 7,Album 57,Classical,22,151367,True,9,0,-28.74,0.2609,0.3775,0.2638,89.58,0.8529,0.8981,0.0259,0.1346
TRK0458,Track 458,Artist 8,Album 58,Jazz,34,174624,False,4,0,-21.17,0.5774,0.5519,0.3088,128.57,0.6562,0.8398,0.0429,0.2908
TRK0459,Track 459,Artist 9,Album 59,Classical,54,261178,False,6,0,-25.03,0.267,0.1,0.6277,98.46,0.8897,0.8855,0.04,0.0962
TRK0460,Track 460,Artist 10,Album 60,Jazz,28,354565,False,9,0,-21.01,0.5669,0.4955,0.6043,153.25,0.4,0.5898,0.0838,0.1438
TRK0461,Track 461,Artist 11,Album 61,Metal,64,188008,False,11,1,-3.92,0.2709,0.9364,0.3938,159.8,0.0266,0.3468,0.0822,0.2682
TRK0462,Track 462,Artist 12,Album 62,Ambient,54,245926,False,1,0,-24.84,0.1679,0.3247,0.1294,77.88,0.7826,0.99,0.062,0.0805
TRK0463,Track 463,Artist 13,Album 63,Acoustic,17,235395,False,7,1,-20.15,0.6861,0.2554,0.203,113.24,0.8751,0.2166,0.0635,0.2008
TRK0464,Track 464,Artist 14,Album 64,Electronic,62,236492,False,1,0,-3.14,0.6958,0.8964,0.4652,116.35,0.212,0.407,0.063,0.157
TRK0465,Track 465,Artist 15,Album 65,Acoustic,64,192240,True,3,0,-17.37,0.3131,0.3915,0.3253,119.3,0.7775,0.3072,0.032,0.05
TRK0466,Track 466,Artist 16,Album 66,Acoustic,41,184315,False,0,0,-14.35,0.4739,0.4582,0.2738,85.7,0.9268,0.0125,0.0464,0.1237
TRK0467,Track 467,Artist 17,Album 67,Acoustic,60,320321,False,4,1,-12.65,0.425,0.2573,0.4969,91.87,0.7412,0.2728,0.0598,0.2007
TRK0468,Track 468,Artist 18,Album 68,Classical,53,321659,False,8,0,-21.93,0.1732,0.3645,0.1977,63.71,0.8732,0.9285,0.0427,0.0644
TRK0469,Track 469,Artist 19,Album 69,Jazz,91,130756,False,0,1,-10.43,0.5357,0.2473,0.607,110.43,0.4831,0.3829,0.082,0.131
TRK0470,Track 470,Artist 20,Album 70,Synthwave,79,319083,False,8,1,-8.35,0.8058,0.8618,0.516,95.0,0.1719,0.92,0.0493,0.05
TRK0471,Track 471,Artist 21,Album 71,Metal,27,156378,False,10,0,-4.18,0.3816,0.8651,0.1,142.85,0.0265,0.6191,0.124,0.2829
TRK0472,Track 472,Artist 22,Album 72,Pop,92,255327,False,7,0,-2.02,0.7275,0.6013,0.5552,133.06,0.2209,0.0341,0.0946,0.1602
TRK0473,Track 473,Artist 23,Album 73,Acoustic,31,265556,False,5,0,-16.7,0.5163,0.2437,0.4338,118.94,0.9297,0.0,0.0551,0.0941
TRK0474,Track 474,Artist 24,Album 74,Rock,46,245703,True,6,1,-2.62,0.6046,0.8797,0.4483,127.16,0.1071,0.4392,0.0756,0.1496
TRK0475,Track 475,Artist 25,Album 75,Classical,65,176549,False,2,0,-15.04,0.4357,0.6188,0.6632,122.69,0.879,0.8338,0.0371,0.1038
TRK0476,Track 476,Artist 26,Album 76,Electronic,68,285575,False,0,1,-6.67,0.7801,0.918,0.7147,119.21,0.01,0.4645,0.0615,0.1667
TRK0477,Track 477,Artist 27,Album 77,Pop,12,193794,False,4,1,-8.68,0.7762,0.7025,0.7108,121.41,0.3734,0.011,0.1463,0.1162
TRK0478,Track 478,Artist 28,Album 78,Synthwave,37,357355,False,11,0,-3.38,0.6626,0.92,0.6874,124.03,0.2057,0.6076,0.0565,0.1201
TRK0479,Track 479,Artist 29,Album 79,Rock,83,351804,False,11,0,-3.18,0.5091,0.7897,0.3753,132.52,0.1734,0.0298,0.0791,0.214
TRK0480,Track 480,Artist 30,Album 80,Synthwave,44,165113,True,1,1,-5.49,0.777,0.7875,0.4556,109.69,0.2733,0.7199,0.0849,0.1399
TRK0481,Track 481,Artist 31,Album 81,Pop,70,356802,True,4,1,-9.0,0.7951,0.6399,0.7168,105.16,0.1715,0.0756,0.0492,0.1624
TRK0482,Track 482,Artist 32,Album 82,Acoustic,63,194069,False,7,1,-15.57,0.6143,0.2836,0.3062,82.16,0.8037,0.0,0.039,0.174
TRK0483,Track 483,Artist 33,Album 83,Rock,72,349189,True,10,0,-5.14,0.4022,0.8381,0.5707,165.22,0.2133,0.1806,0.0881,0.1919
TRK0484,Track 484,Artist 34,Album 84,Synthwave,88,256321,False,8,1,-7.83,0.8127,0.6492,0.6962,116.89,0.1296,0.6337,0.0531,0.1183
TRK0485,Track 485,Artist 35,Album 85,Electronic,16,270273,False,1,0,-6.79,0.7308,0.7166,0.5187,123.9,0.1091,0.9445,0.0577,0.1088
TRK0486,Track 486,Artist 36,Album 86,Jazz,85,245541,False,11,1,-13.67,0.5653,0.5206,0.6093,131.55,0.7663,0.5582,0.1011,0.1323
TRK0487,Track 487,Artist 37,Album 87,Ambient,58,309648,True,2,1,-20.45,0.3796,0.2453,0.0759,80.08,0.919,0.8328,0.065,0.1117
TRK0488,Track 488,Artist 38,Album 88,Jazz,94,129686,False,2,0,-12.19,0.4808,0.5695,0.5239,150.32,0.9,0.8307,0.0696,0.2661
TRK0489,Track 489,Artist 39,Album 89,Pop,40,173363,False,0,1,-4.67,0.6474,0.7465,0.7714,129.91,0.0875,0.0063,0.0698,0.1614
TRK0490,Track 490,Artist 40,Album 90,Classical,67,217543,False,7,0,-20.57,0.3141,0.2248,0.6105,78.2,0.9781,0.9091,0.0528,0.1022
TRK0491,Track 491,Artist 41,Album 91,Ambient,70,251733,False,5,0,-24.41,0.2555,0.1619,0.3225,103.69,0.7463,0.8671,0.0347,0.0972
TRK0492,Track 492,Artist 42,Album 92,Metal,33,295915,False,11,1,-1.0,0.4772,0.9217,0.3954,153.77,0.0574,0.4266,0.1151,0.3652
TRK0493,Track 493,Artist 43,Album 93,Electronic,29,215673,True,7,0,-6.12,0.8294,0.866,0.7074,119.19,0.1108,0.5403,0.0802,0.1237
TRK0494,Track 494,Artist 44,Album 94,Metal,46,312035,False,10,0,-3.42,0.2128,0.8613,0.4032,125.89,0.0819,0.1283,0.1381,0.1967
TRK0495,Track 495,Artist 45,Album 95,Rock,13,162828,False,8,1,-3.29,0.3665,0.7837,0.4231,145.9,0.187,0.0267,0.0659,0.1537
TRK0496,Track 496,Artist 46,Album 96,Ambient,29,168604,True,4,0,-21.5,0.3772,0.0847,0.3827,67.65,0.8298,0.9016,0.0863,0.0699
TRK0497,Track 497,Artist 47,Album 97,Metal,69,130526,False,11,0,-2.01,0.2828,0.858,0.3543,145.48,0.0,0.5087,0.05,0.2398
TRK0498,Track 498,Artist 48,Album 98,Metal,33,188910,True,2,0,-4.52,0.62,0.9018,0.1351,173.39,0.076,0.212,0.0954,0.1998
TRK0499,Track 499,Artist 49,Album 99,Synthwave,59,145592,False,4,1,-10.88,0.7053,0.7347,0.5273,124.41,0.0462,0.6549,0.02,0.1243
TRK0500,Track 500,Artist 50,Album 100,Jazz,58,148982,False,4,0,-15.19,0.639,0.2922,0.2341,107.73,0.8553,0.7067,0.03,0.0828
